step,distance_m,throughput_gbps,handover,band
115,24.991554086419253,252.46927619497748,False,220.0
116,27.379305705607425,252.46927619497748,False,220.0
117,30.211153619356736,252.46927619497748,False,220.0
118,33.405860504495365,252.46927619497748,False,220.0
119,36.899240014805514,252.46927619497748,False,220.0
120,40.641696350321915,252.46927619497748,False,220.0
121,44.596097355026885,252.46927619497748,False,220.0
122,48.73516617904808,252.46927619497748,False,220.0
123,53.03818903196659,252.46927619497748,False,220.0
124,57.489648247105166,252.46927619497748,False,220.0
125,62.07758666948605,252.46927619497748,False,220.0
126,66.79284635142608,252.46927619497748,False,220.0
127,71.62832819059369,252.46927619497748,False,220.0
128,76.5785096934172,252.46927619497748,False,220.0
129,81.63902986653325,252.46927619497748,False,220.0
130,86.80637740801464,252.46927619497748,False,220.0
131,92.07765396661381,252.46927619497748,False,220.0
